HTR	start	end	gene	Identifying_annotation	SRG_type
PN016:HTR73	28879	30090	g21735.t1	IPR001005,IPR009057	MYB/SANT
PN016:HTR73	58495	60153	g21747.t1	IPR022198	DUF3723
PN016:HTR78	53981	55195	g19188.t1	IPR001005,IPR009057	MYB/SANT
PN016:HTR78	250875	251174	g19268.t1	IPR021842	DUF3435
PN016:HTR78	483424	485755	g19361.t1	IPR022198	DUF3723
PN016:HTR79	45940	47154	g9761.t1	IPR001005,IPR009057	MYB/SANT
PN016:HTR80	66527	69270	g24758.t1	IPR013087,IPR021842	DUF3435
PN016:HTR80	132270	134599	g24782.t1	IPR022198	DUF3723
Wisconsin:HTR16	84895	87239	g17161.t1	IPR022198	DUF3723
Wisconsin:HTR16	196199	198874	g17211.t1	IPR021842	DUF3435
Wisconsin:HTR16	223238	226462	g17220.t1	IPR022198	DUF3723
Wisconsin:HTR16	226513	227338	g17221.t1	IPR022198	DUF3723
Wisconsin:HTR2	35968	38298	g15485.t1	IPR022198	DUF3723
Wisconsin:HTR22	2100	3314	g3469.t1	IPR001005,IPR009057	MYB/SANT
Wisconsin:HTR24	4923	5849	g11946.t1	IPR021842	DUF3435
Wisconsin:HTR24	17159	19666	g11951.t1	IPR013087,IPR021842	DUF3435
Wisconsin:HTR24	112271	114275	g11988.t1	IPR001005,IPR009057	MYB/SANT
Wisconsin:HTR36	4676	6493	g5814.t1	IPR013087,IPR021842	DUF3435
Wisconsin:HTR36	84443	86773	g5850.t1	IPR022198	DUF3723
Wisconsin:HTR37	65769	66310	g4905.t1	IPR001005	MYB/SANT
Wisconsin:HTR37	222575	224905	g4970.t1	IPR022198	DUF3723
Wisconsin:HTR39	2037	4439	g24710.t1	IPR013087,IPR021842	DUF3435
Wisconsin:HTR50	48409	50739	g5596.t1	IPR022198	DUF3723
Wisconsin:HTR50	111520	114265	g5624.t1	IPR011010,IPR013087,IPR013762,IPR021842	DUF3435
Wisconsin:HTR6	7555	9721	g1942.t1	IPR001005,IPR009057	MYB/SANT
Wisconsin:HTR6	99551	102058	g1974.t1	IPR013087,IPR021842	DUF3435
Wisconsin:HTR6	110515	111729	g1976.t1	IPR001005,IPR009057	MYB/SANT
Wisconsin:HTR7	5651	7367	g16655.t1	IPR001005,IPR009057	MYB/SANT
Wisconsin:HTR7	55968	58298	g16678.t1	IPR022198	DUF3723
Wisconsin:HTR70	202862	205192	g8879.t1	IPR022198	DUF3723
Wisconsin:HTR70	261586	262902	g8905.t1	IPR022198	DUF3723
Wisconsin:HTR72	37086	38615	g8208.t1	IPR022198	DUF3723
Wisconsin:HTR72	694795	697124	g8478.t1	IPR022198	DUF3723
PN016:HTR55	34593	35252	g10091.t1	ENOG503P5Q6	CRG
PN016:HTR55	75846	76760	g10103.t1	ENOG503P5Q6	CRG
PN016:HTR55	104543	105385	g10113.t1	PF20255	DUF6066
PN016:HTR55	108340	109293	g10115.t1	ENOG503P5Q6	CRG
PN016:HTR55	154428	157532	g10141.t1	ENOG503NY7U	PLP
PN016:HTR55	217819	227511	g10165.t1	PF20255	DUF6066
PN016:HTR55	230969	231886	g10167.t1	ENOG503P5Q6	CRG
PN016:HTR55	449018	451705	g10260.t1	PF20255	DUF6066
PN016:HTR55	508188	511344	g10286.t1	ENOG503NY7U	PLP
IBT19737:HTR20	90730	91347	g10484.t1	ENOG503NY7U	PLP
IBT19737:HTR20	91410	93830	g10485.t1	ENOG503NY7U	PLP
IBT19737:HTR20	171461	172378	g10517.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	313769	316872	g10573.t1	ENOG503NY7U	PLP
IBT19737:HTR20	367914	369189	g10592.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	512321	513154	g10648.t1	ENOG503NY7U	PLP
IBT19737:HTR20	513198	515422	g10649.t1	ENOG503NY7U	PLP
IBT19737:HTR20	532009	532925	g10659.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	709032	709938	g10735.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	814847	816020	g10786.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	1133159	1134076	g10913.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	1230325	1232703	g10947.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1232895	1233428	g10948.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1281131	1282407	g10967.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	1428700	1429233	g11015.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1429603	1430927	g11016.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1431378	1431807	g11017.t1	ENOG503NY7U	PLP
NCPC10086:HTR62	48965	49147	g1107.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1627030	1627554	g11095.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1627773	1628521	g11096.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1629687	1629974	g11097.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1671227	1671886	g11113.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	1671954	1672414	g11114.t1	ENOG503P5Q6	CRG
IBT19737:HTR20	1784709	1786397	g11159.t1	ENOG503NY7U	PLP
IBT19737:HTR20	1786767	1787300	g11160.t1	ENOG503NY7U	PLP
IBT35668:HTR51	3645	5483	g11239.t1	ENOG503NY7U	PLP
PN016:HTR10	6806	7139	g11273.t1	ENOG503P5Q6	CRG
PN016:HTR10	8336	8734	g11274.t1	ENOG503P5Q6	CRG
PN016:HTR10	8755	9417	g11275.t1	ENOG503P5Q6	CRG
PN016:HTR10	195240	196003	g11355.t1	ENOG503P5Q6	CRG
PN016:HTR10	210854	211771	g11363.t1	ENOG503P5Q6	CRG
PN016:HTR10	323012	324251	g11402.t1	ENOG503NY7U	PLP
IBT35668:HTR21	15237	24784	g11496.t1	PF20255	DUF6066
PN016:HTR32	4058	7183	g11514.t1	ENOG503NY7U	PLP
PN016:HTR32	41602	42261	g11526.t1	ENOG503P5Q6	CRG
NCPC10086:HTR50	36896	38069	g11900.t1	ENOG503P5Q6	CRG
IBT35670:HTR38	285581	288682	g12215.t1	ENOG503NY7U	PLP
IBT35670:HTR38	517956	518873	g12313.t1	ENOG503P5Q6	CRG
IBT35670:HTR38	761085	762314	g12416.t1	ENOG503NY7U	PLP
IBT35670:HTR38	762434	763652	g12417.t1	ENOG503NY7U	PLP
IBT35670:HTR38	763723	764256	g12418.t1	ENOG503NY7U	PLP
IBT17660:HTR51	374106	374789	g1243.t1	ENOG503NY7U	PLP
IBT35670:HTR38	797039	797956	g12432.t1	ENOG503P5Q6	CRG
IBT17660:HTR51	374786	375343	g1244.t1	ENOG503NY7U	PLP
IBT17660:HTR51	375549	377209	g1245.t1	ENOG503NY7U	PLP
IBT35670:HTR38	904787	905960	g12471.t1	ENOG503P5Q6	CRG
IBT35670:HTR38	1152706	1153892	g12553.t1	ENOG503P5Q6	CRG
IBT35670:HTR38	1204866	1206567	g12566.t1	ENOG503NY7U	PLP
PN016:HTR18	8957	9640	g12589.t1	ENOG503NY7U	PLP
PN016:HTR18	9682	12057	g12590.t1	ENOG503NY7U	PLP
PN016:HTR18	64147	68409	g12615.t1	ENOG503NY7U	PLP
IBT17660:HTR51	427326	428243	g1265.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	57276	60377	g12778.t1	ENOG503NY7U	PLP
IBT17660:HTR51	472867	473949	g1280.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	338776	341873	g12891.t1	ENOG503NY7U	PLP
IBT35668:HTR35	452811	453144	g12946.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	454759	455420	g12947.t1	ENOG503P5Q6	CRG
IBT17660:HTR51	514759	517862	g1295.t1	ENOG503NY7U	PLP
IBT35668:HTR35	535119	538220	g12981.t1	ENOG503NY7U	PLP
IBT35668:HTR35	662385	662843	g13036.t1	ENOG503NY7U	PLP
IBT35668:HTR35	662900	663485	g13037.t1	ENOG503NY7U	PLP
IBT35668:HTR35	663680	665484	g13038.t1	ENOG503NY7U	PLP
IBT35668:HTR35	792771	794472	g13103.t1	ENOG503NY7U	PLP
IBT35668:HTR35	845446	845870	g13117.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	845974	846632	g13118.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	1144180	1147281	g13234.t1	ENOG503NY7U	PLP
IBT35668:HTR35	1365582	1366755	g13306.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	1473394	1474311	g13346.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	1507072	1507605	g13358.t1	ENOG503NY7U	PLP
IBT35668:HTR35	1507676	1508894	g13359.t1	ENOG503NY7U	PLP
IBT35668:HTR35	1509014	1510096	g13360.t1	ENOG503NY7U	PLP
IBT35668:HTR35	1692753	1693815	g13435.t1	ENOG503NY7U	PLP
IBT35668:HTR35	1819771	1820688	g13488.t1	ENOG503P5Q6	CRG
IBT35668:HTR35	2006668	2009769	g13562.t1	ENOG503NY7U	PLP
IBT35668:HTR35	2247299	2248182	g13669.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	1284	1662	g13894.t1	ENOG503NY7U	PLP
IBT35670:HTR9	52985	53409	g13907.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	53513	54171	g13908.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	108153	111254	g13942.t1	ENOG503NY7U	PLP
IBT17660:HTR51	770057	771138	g1397.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	188882	189799	g13974.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	427614	430034	g14077.t1	ENOG503NY7U	PLP
IBT35670:HTR9	430181	430714	g14078.t1	ENOG503NY7U	PLP
IBT35670:HTR9	447283	448199	g14087.t1	ENOG503P5Q6	CRG
IBT17660:HTR51	799591	801819	g1416.t1	ENOG503NY7U	PLP
IBT35670:HTR9	624587	625493	g14163.t1	ENOG503P5Q6	CRG
IBT35670:HTR9	730405	731578	g14211.t1	ENOG503P5Q6	CRG
IBT17660:HTR51	854652	855191	g1442.t1	ENOG503P5Q6	CRG
IBT19737:HTR52	82818	85974	g14637.t1	ENOG503NY7U	PLP
NCPC10086:HTR18	6609	9738	g14882.t1	ENOG503NY7U	PLP
IBT27055:HTR33	144757	147885	g15070.t1	ENOG503NY7U	PLP
PN016:HTR20	70753	71669	g15341.t1	ENOG503P5Q6	CRG
PN016:HTR20	262350	263267	g15414.t1	ENOG503P5Q6	CRG
Wisconsin:HTR2	2129	3405	g15468.t1	ENOG503P5Q6	CRG
IBT19737:HTR36	146504	149632	g16061.t1	ENOG503NY7U	PLP
IBT17219:HTR47	42080	42286	g16378.t1	ENOG503NY7U	PLP
IBT17219:HTR47	42761	43713	g16379.t1	ENOG503NY7U	PLP
IBT17219:HTR47	43976	44306	g16380.t1	ENOG503NY7U	PLP
Wisconsin:HTR7	42871	43329	g16667.t1	ENOG503NY7U	PLP
Wisconsin:HTR7	43748	45989	g16668.t1	ENOG503NY7U	PLP
IBT17219:HTR5	65132	68415	g17006.t1	ENOG503NY7U	PLP
Wisconsin:HTR16	17804	20933	g17138.t1	ENOG503NY7U	PLP
IBT19737:HTR45	158597	161726	g17329.t1	ENOG503NY7U	PLP
Wisconsin:HTR34	74775	75684	g17432.t1	ENOG503NY7U	PLP
Wisconsin:HTR34	75892	77174	g17433.t1	ENOG503NY7U	PLP
IBT35670:HTR40	127280	130383	g17672.t1	ENOG503NY7U	PLP
IBT35670:HTR40	194903	195820	g17697.t1	ENOG503P5Q6	CRG
IBT35670:HTR40	248243	248703	g17714.t1	ENOG503P5Q6	CRG
IBT35670:HTR40	248771	249430	g17715.t1	ENOG503P5Q6	CRG
IBT35670:HTR40	290683	293785	g17734.t1	ENOG503NY7U	PLP
IBT35670:HTR40	452363	453639	g17810.t1	ENOG503P5Q6	CRG
NCPC10086:HTR48	264343	265421	g1782.t1	ENOG503P5Q6	CRG
IBT35670:HTR40	501536	504640	g17838.t1	ENOG503NY7U	PLP
IBT35670:HTR40	555664	556939	g17856.t1	ENOG503P5Q6	CRG
IBT35670:HTR40	833023	834724	g17971.t1	ENOG503NY7U	PLP
NCPC10086:HTR48	321108	321744	g1803.t1	ENOG503P5Q6	CRG
NCPC10086:HTR48	323058	323720	g1804.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	67078	70179	g18266.t1	ENOG503NY7U	PLP
IBT35670:HTR25	353306	356404	g18374.t1	ENOG503NY7U	PLP
IBT35670:HTR25	467201	467837	g18429.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	469151	469813	g18430.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	628987	629320	g18488.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	630515	630812	g18489.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	630935	631597	g18490.t1	ENOG503P5Q6	CRG
IBT35670:HTR25	734945	738045	g18542.t1	ENOG503NY7U	PLP
IBT35670:HTR25	1079435	1081662	g18679.t1	ENOG503NY7U	PLP
IBT35670:HTR25	1081706	1082533	g18680.t1	ENOG503NY7U	PLP
NCPC10086:HTR48	511347	512264	g1879.t1	ENOG503P5Q6	CRG
PN016:HTR7	71254	74381	g18790.t1	ENOG503NY7U	PLP
NCPC10086:HTR48	522292	523209	g1883.t1	ENOG503P5Q6	CRG
PN016:HTR7	226348	227590	g18845.t1	ENOG503NY7U	PLP
PN016:HTR7	227629	229475	g18846.t1	ENOG503NY7U	PLP
NCPC10086:HTR48	604621	605538	g1916.t1	ENOG503P5Q6	CRG
PN016:HTR78	146142	146475	g19226.t1	ENOG503P5Q6	CRG
PN016:HTR78	147562	148749	g19227.t1	ENOG503P5Q6	CRG
NCPC10086:HTR48	623760	626861	g1924.t1	ENOG503NY7U	PLP
PN016:HTR78	373700	374886	g19320.t1	ENOG503P5Q6	CRG
PN016:HTR78	375939	376272	g19321.t1	ENOG503P5Q6	CRG
PN016:HTR78	440279	441196	g19344.t1	ENOG503P5Q6	CRG
PN016:HTR78	470584	471419	g19355.t1	ENOG503NY7U	PLP
PN016:HTR78	471463	473694	g19356.t1	ENOG503NY7U	PLP
NCPC10086:HTR17	173648	174385	g19548.t1	ENOG503P5Q6	CRG
IBT27055:HTR15	89835	92964	g19686.t1	ENOG503NY7U	PLP
IBT17219:HTR25	376690	377608	g19995.t1	ENOG503P5Q6	CRG
IBT17219:HTR25	410671	411589	g20014.t1	ENOG503P5Q6	CRG
IBT17219:HTR25	447701	450799	g20030.t1	ENOG503NY7U	PLP
IBT17219:HTR10	286747	289841	g20173.t1	ENOG503NY7U	PLP
IBT17219:HTR10	319536	320579	g20189.t1	ENOG503P5Q6	CRG
IBT17219:HTR10	994606	995524	g20439.t1	ENOG503P5Q6	CRG
PN016:HTR12	351	940	g20677.t1	ENOG503NY7U	PLP
PN016:HTR12	202741	203655	g20758.t1	ENOG503P5Q6	CRG
IBT35668:HTR61	106805	109977	g2098.t1	ENOG503NY7U	PLP
PN016:HTR14	133351	134009	g21121.t1	ENOG503P5Q6	CRG
PN016:HTR14	218298	220443	g21154.t1	ENOG503NY7U	PLP
PN016:HTR15	8085	8744	g21654.t1	ENOG503P5Q6	CRG
PN016:HTR15	22248	23165	g21660.t1	ENOG503P5Q6	CRG
PN016:HTR15	94088	94747	g21689.t1	ENOG503P5Q6	CRG
PN016:HTR15	94815	95275	g21690.t1	ENOG503P5Q6	CRG
PN016:HTR73	111100	114207	g21774.t1	ENOG503NY7U	PLP
IBT35668:HTR23	618250	621350	g22514.t1	ENOG503NY7U	PLP
IBT19737:HTR1	4378	7505	g22875.t1	ENOG503NY7U	PLP
PN016:HTR31	55168	55827	g22940.t1	ENOG503P5Q6	CRG
PN016:HTR31	56033	56353	g22941.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	221634	224054	g23216.t1	ENOG503NY7U	PLP
IBT17219:HTR3	224117	224734	g23217.t1	ENOG503NY7U	PLP
IBT17219:HTR3	301625	303417	g23253.t1	ENOG503NY7U	PLP
IBT17219:HTR3	360139	363241	g23278.t1	ENOG503NY7U	PLP
IBT17219:HTR3	426184	427266	g23309.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	505718	508821	g23351.t1	ENOG503NY7U	PLP
IBT17219:HTR3	584724	585386	g23386.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	585454	585914	g23387.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	606260	606733	g23396.t1	ENOG503NY7U	PLP
IBT17219:HTR3	662743	665162	g23416.t1	ENOG503NY7U	PLP
IBT17219:HTR3	665159	665842	g23417.t1	ENOG503NY7U	PLP
IBT17219:HTR3	870167	873191	g23497.t1	ENOG503NY7U	PLP
IBT17219:HTR3	974260	974793	g23534.t1	ENOG503NY7U	PLP
IBT17219:HTR3	974940	977360	g23535.t1	ENOG503NY7U	PLP
IBT17219:HTR3	1057394	1058053	g23569.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	1058121	1058581	g23570.t1	ENOG503P5Q6	CRG
IBT17219:HTR3	1234959	1236159	g23641.t1	ENOG503NY7U	PLP
IBT17219:HTR3	1344668	1347766	g23686.t1	ENOG503NY7U	PLP
IBT19737:HTR73	908648	909565	g24340.t1	ENOG503P5Q6	CRG
IBT17660:HTR60	222458	225659	g2445.t1	ENOG503NY7U	PLP
PN016:HTR35	18043	20433	g24489.t1	ENOG503NY7U	PLP
PN016:HTR35	20464	21147	g24490.t1	ENOG503NY7U	PLP
IBT17660:HTR60	317983	327401	g2473.t1	PF20255	DUF6066
PN016:HTR80	144764	146983	g24789.t1	ENOG503NY7U	PLP
PN016:HTR80	147027	147859	g24790.t1	ENOG503NY7U	PLP
IBT11891:HTR6	32210	41737	g2620.t1	PF20255	DUF6066
NCPC10086:HTR59	75369	76278	g2697.t1	ENOG503NY7U	PLP
NCPC10086:HTR59	76486	77768	g2698.t1	ENOG503NY7U	PLP
NCPC10086:HTR63	77176	78093	g2855.t1	ENOG503P5Q6	CRG
IBT35670:HTR60	102026	103727	g3057.t1	ENOG503NY7U	PLP
PN016:HTR21	36023	39306	g3100.t1	ENOG503NY7U	PLP
Wisconsin:HTR22	62920	64580	g3494.t1	ENOG503NY7U	PLP
Wisconsin:HTR22	64712	65589	g3495.t1	ENOG503NY7U	PLP
Wisconsin:HTR71	40	2188	g3555.t1	ENOG503NY7U	PLP
Wisconsin:HTR71	90499	91416	g3591.t1	ENOG503P5Q6	CRG
PN016:HTR16	2	1097	g3865.t1	ENOG503NY7U	PLP
PN016:HTR16	73262	74178	g3895.t1	ENOG503P5Q6	CRG
IBT19737:HTR38	36511	37658	g3965.t1	ENOG503NY7U	PLP
PN016:HTR13	6830	7513	g4079.t1	ENOG503NY7U	PLP
PN016:HTR13	7555	9930	g4080.t1	ENOG503NY7U	PLP
PN016:HTR13	75350	76267	g4112.t1	ENOG503P5Q6	CRG
Wisconsin:HTR37	44206	44943	g4896.t1	ENOG503P5Q6	CRG
Wisconsin:HTR37	234882	238010	g4976.t1	ENOG503NY7U	PLP
IBT11891:HTR53	23946	30181	g5050.t1	PF20255	DUF6066
IBT19737:HTR46	73683	76811	g5381.t1	ENOG503NY7U	PLP
Wisconsin:HTR50	68672	71773	g5608.t1	ENOG503NY7U	PLP
IBT19737:HTR66	185606	188714	g6087.t1	ENOG503NY7U	PLP
IBT19737:HTR66	241338	242420	g6118.t1	ENOG503P5Q6	CRG
IBT19737:HTR66	309049	312152	g6155.t1	ENOG503NY7U	PLP
IBT19737:HTR66	338079	338996	g6166.t1	ENOG503P5Q6	CRG
IBT19737:HTR66	427570	427870	g6205.t1	ENOG503P5Q6	CRG
IBT19737:HTR66	427993	428655	g6206.t1	ENOG503P5Q6	CRG
IBT19737:HTR66	569889	572993	g6272.t1	ENOG503NY7U	PLP
IBT19737:HTR66	639105	640022	g6299.t1	ENOG503P5Q6	CRG
IBT19737:HTR66	707552	710657	g6334.t1	ENOG503NY7U	PLP
IBT19737:HTR66	798272	799029	g6369.t1	PF20255	DUF6066
IBT19737:HTR34	81238	84393	g6436.t1	ENOG503NY7U	PLP
PN016:HTR11	12667	13000	g6690.t1	ENOG503P5Q6	CRG
PN016:HTR11	14100	14560	g6691.t1	ENOG503P5Q6	CRG
PN016:HTR11	14628	15290	g6692.t1	ENOG503P5Q6	CRG
PN016:HTR11	59621	60538	g6710.t1	ENOG503P5Q6	CRG
IBT19737:HTR53	93631	96760	g7190.t1	ENOG503NY7U	PLP
PN016:HTR68	129634	131263	g7374.t1	ENOG503NY7U	PLP
PN016:HTR68	285013	287391	g7440.t1	ENOG503NY7U	PLP
PN016:HTR68	287433	288116	g7441.t1	ENOG503NY7U	PLP
PN016:HTR68	452281	454662	g7511.t1	ENOG503NY7U	PLP
PN016:HTR68	495093	504506	g7526.t1	PF20255	DUF6066
PN016:HTR34	26029	29132	g7603.t1	ENOG503NY7U	PLP
NCPC10086:HTR13	28809	31783	g7682.t1	ENOG503NY7U	PLP
IBT17219:HTR60	77312	78229	g7766.t1	ENOG503P5Q6	CRG
IBT17219:HTR60	95754	96671	g7771.t1	ENOG503P5Q6	CRG
IBT17219:HTR60	311061	311720	g7865.t1	ENOG503P5Q6	CRG
IBT17219:HTR60	311788	312248	g7866.t1	ENOG503P5Q6	CRG
IBT17219:HTR60	375690	378794	g7897.t1	ENOG503NY7U	PLP
IBT17219:HTR61	33215	36501	g793.t1	ENOG503NY7U	PLP
IBT17219:HTR60	592899	596001	g7986.t1	ENOG503NY7U	PLP
Wisconsin:HTR72	47911	51016	g8216.t1	ENOG503NY7U	PLP
Wisconsin:HTR72	112296	113213	g8241.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	165614	166693	g8258.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	204051	207157	g8274.t1	ENOG503NY7U	PLP
Wisconsin:HTR72	318053	319131	g8322.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	375979	376615	g8345.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	377929	378591	g8346.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	566060	566977	g8422.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	577005	577922	g8426.t1	ENOG503P5Q6	CRG
Wisconsin:HTR72	681511	684612	g8469.t1	ENOG503NY7U	PLP
PN016:HTR19	33469	34386	g8559.t1	ENOG503P5Q6	CRG
NCPC10086:HTR49	80325	80858	g8653.t1	ENOG503NY7U	PLP
NCPC10086:HTR49	80882	81708	g8654.t1	ENOG503NY7U	PLP
NCPC10086:HTR49	81752	82584	g8655.t1	ENOG503NY7U	PLP
IBT19737:HTR5	72753	75834	g8774.t1	ENOG503NY7U	PLP
Wisconsin:HTR70	91816	92989	g8832.t1	ENOG503P5Q6	CRG
Wisconsin:HTR70	215983	217461	g8886.t1	ENOG503NY7U	PLP
Wisconsin:HTR70	217656	218754	g8887.t1	ENOG503NY7U	PLP
PN016:HTR36	34387	34593	g9163.t1	ENOG503NY7U	PLP
IBT17219:HTR51	52269	55362	g9195.t1	ENOG503NY7U	PLP
NCPC10086:HTR35	57942	60109	g9898.t1	ENOG503NY7U	PLP
NCPC10086:HTR35	127931	128848	g9923.t1	ENOG503P5Q6	CRG
NCPC10086:HTR35	181380	182459	g9941.t1	ENOG503P5Q6	CRG
IBT17219:HTR10	375166	377530	NA	starfish	DUF3435
IBT19737:HTR8	104320	106977	NA	starfish	DUF3435
IBT19737:HTR13	19461	19694	NA	starfish	DUF3435
IBT19737:HTR38	90154	92821	NA	starfish	DUF3435
IBT19737:HTR54	142332	143897	NA	starfish	DUF3435
IBT19737:HTR66	898680	902018	NA	starfish	DUF3435
IBT19737:HTR73	493479	494095	NA	starfish	DUF3435
IBT35668:HTR23	118574	120607	NA	starfish	DUF3435
IBT35668:HTR35	464772	465720	NA	starfish	DUF3435
IBT35668:HTR39	7243	8808	NA	starfish	DUF3435
NCPC10086:HTR30	106527	109278	NA	starfish	DUF3435
NCPC10086:HTR33	4548	7146	NA	starfish	DUF3435
NCPC10086:HTR51	32456	33103	NA	starfish	DUF3435
NCPC10086:HTR59	51519	54179	NA	starfish	DUF3435
IBT17660:HTR10	27404	27741	NA	starfish	DUF3435
IBT17660:HTR10	162702	162944	NA	starfish	DUF3435
IBT17660:HTR10	195279	195647	NA	starfish	DUF3435
IBT17660:HTR17	7413	9316	NA	starfish	DUF3435
IBT17660:HTR29	45931	48123	NA	starfish	DUF3435
IBT17660:HTR29	128191	128579	NA	starfish	DUF3435
IBT17660:HTR39	135116	136392	NA	starfish	DUF3435
IBT17660:HTR51	175519	175713	NA	starfish	DUF3435
IBT17660:HTR54	4717	6544	NA	starfish	DUF3435
IBT17660:HTR64	13562	14753	NA	starfish	DUF3435
IBT17660:HTR66	122480	123012	NA	starfish	DUF3435
IBT17660:HTR66	129060	130397	NA	starfish	DUF3435
IBT17660:HTR66	208192	210729	NA	starfish	DUF3435
IBT17660:HTR67	66602	68793	NA	starfish	DUF3435
IBT17660:HTR67	70133	72423	NA	starfish	DUF3435
IBT17660:HTR82	304467	304667	NA	starfish	DUF3435
IBT17660:HTR82	365584	365921	NA	starfish	DUF3435
PN016:HTR48	157080	159470	NA	starfish	DUF3435
PN016:HTR67	95179	95632	NA	starfish	DUF3435
PN016:HTR70	98680	99030	NA	starfish	DUF3435
PN016:HTR73	5499	6174	NA	starfish	DUF3435
IBT27055:HTR24	1995	2642	NA	starfish	DUF3435
IBT27055:HTR30	133637	136127	NA	starfish	DUF3435
IBT27055:HTR58	42493	45159	NA	starfish	DUF3435
IBT35670:HTR8	2097	2744	NA	starfish	DUF3435
IBT35670:HTR16	43275	45941	NA	starfish	DUF3435
IBT35670:HTR25	640949	641897	NA	starfish	DUF3435
Wisconsin:HTR9	106277	109028	NA	starfish	DUF3435
Wisconsin:HTR34	50882	53542	NA	starfish	DUF3435
Wisconsin:HTR52	136400	138998	NA	starfish	DUF3435
Wisconsin:HTR64	31730	32377	NA	starfish	DUF3435
IBT34249:HTR22	46729	48257	g5116.t1	IPR021842	DUF3435
IBT34249:HTR22	68502	70983	g5125.t1	IPR022198	DUF3723
IBT34249:HTR43	211617	212663	g5016.t1	IPR021842	DUF3435
IBT34249:HTR67	123160	124796	g2849.t1	IPR021842	DUF3435
IBT34325:HTR37	1413	4918	g15581.t1	IPR021842	DUF3435
IBT34325:HTR37	192998	195371	g15652.t1	IPR022198	DUF3723
IBT34325:HTR55	121814	122185	g14869.t1	IPR022198	DUF3723
IBT34325:HTR55	122261	122787	g14870.t1	IPR022198	DUF3723
IBT34325:HTR55	156581	159320	g14881.t1	IPR013087,IPR021842	DUF3435
IBT34325:HTR64	1026	3953	g13967.t1	IPR021842	DUF3435
IBT34325:HTR79	187741	189226	g4552.t1	IPR013087,IPR021842	DUF3435
IBT34325:HTR80	62896	66572	g12245.t1	IPR021842	DUF3435
IBT35659:HTR5	27626	31267	g13523.t1	IPR021842	DUF3435
IBT35659:HTR5	85387	88937	g13542.t1	IPR022198	DUF3723
IBT35659:HTR5	238126	240156	g13596.t1	IPR022198	DUF3723
IBT35659:HTR5	487300	489330	g13691.t1	IPR022198	DUF3723
IBT35672:HTR27	22191	22705	g6544.t1	IPR021842	DUF3435
IBT35672:HTR27	22944	23253	g6545.t1	IPR021842	DUF3435
IBT35672:HTR37	183869	185871	g3468.t1	IPR021842	DUF3435
IBT35672:HTR37	249525	250779	g3494.t1	IPR021842	DUF3435
IBT35672:HTR44	135047	137711	g6455.t1	IPR013087,IPR021842	DUF3435
IBT35672:HTR47	95859	97756	g7395.t1	IPR013087,IPR021842	DUF3435
IBT35672:HTR47	107586	110132	g7399.t1	IPR022198	DUF3723
IBT35672:HTR5	15743	17571	g5480.t1	IPR022198	DUF3723
IBT35672:HTR5	175371	179822	g5510.t1	IPR022198	DUF3723
