SRG_type	domains	HTR	middle_position	HTR_full	HTR_size	shortest_distance	shortest_distance_relative_size
PLP	ENOG503NY7U	IBT35665:HTR64	1.10764e+06	Pbrevicompactum.IBT35665_JAPZBP010000004:3340000-5084571	1744571	636931	0.365093
PLP	ENOG503NY7U	IBT35665:HTR64	1.41647e+06	Pbrevicompactum.IBT35665_JAPZBP010000004:3340000-5084571	1744571	328101	0.18807
PLP	ENOG503NY7U	IBT35665:HTR64	1.6435e+06	Pbrevicompactum.IBT35665_JAPZBP010000004:3340000-5084571	1744571	101071	0.0579346
CRG	ENOG503P5Q6	PN007:HTR106	42234	Psalamii.PN007_contig4:939000-2196000	1257000	42234	0.033599
CRG	ENOG503P5Q6	PN007:HTR106	316979	Psalamii.PN007_contig4:939000-2196000	1257000	316979	0.252171
PLP	ENOG503NY7U	PN007:HTR106	392581	Psalamii.PN007_contig4:939000-2196000	1257000	392581	0.312316
DUF6066	PF20255	PN007:HTR106	486002	Psalamii.PN007_contig4:939000-2196000	1257000	486002	0.386636
PLP	ENOG503NY7U	PN007:HTR106	599892	Psalamii.PN007_contig4:939000-2196000	1257000	599892	0.477241
PLP	ENOG503NY7U	PN007:HTR60	13565.5	Psalamii.PN007_contig23:0-491752	491752	13565.5	0.0275861
PLP	ENOG503NY7U	PN007:HTR60	105840	Psalamii.PN007_contig23:0-491752	491752	105840	0.21523
PLP	ENOG503NY7U	PN007:HTR60	341154	Psalamii.PN007_contig23:0-491752	491752	150598	0.306248
CRG	ENOG503P5Q6	PN007:HTR60	388332	Psalamii.PN007_contig23:0-491752	491752	103420	0.210309
PLP	ENOG503NY7U	PN007:HTR60	430768	Psalamii.PN007_contig23:0-491752	491752	60984	0.124014
PLP	ENOG503NY7U	PN007:HTR60	432316	Psalamii.PN007_contig23:0-491752	491752	59436	0.120866
CRG	ENOG503P5Q6	PN007:HTR59	106707	Psalamii.PN007_contig22:0-491889	491889	106707	0.216933
PLP	ENOG503NY7U	PN007:HTR56	83462.5	Psalamii.PN007_contig20:0-502012	502012	83462.5	0.166256
CRG	ENOG503P5Q6	PN007:HTR56	169524	Psalamii.PN007_contig20:0-502012	502012	169524	0.337689
CRG	ENOG503P5Q6	PN007:HTR56	391090	Psalamii.PN007_contig20:0-502012	502012	110922	0.220955
DUF6066	PF20255	IBT35673:HTR103	437555	Pbrevicompactum.IBT35673_JAPZBQ010000004:2640000-3085254	445254	7699	0.0172913
PLP	ENOG503NY7U	PN007:HTR119	261229	Psalamii.PN007_contig5:260000-860000	600000	261229	0.435382
CRG	ENOG503P5Q6	PN007:HTR119	299717	Psalamii.PN007_contig5:260000-860000	600000	299717	0.499528
PLP	ENOG503NY7U	PN007:HTR119	460914	Psalamii.PN007_contig5:260000-860000	600000	139086	0.23181
PLP	ENOG503NY7U	IBT35673:HTR50	423888	Pbrevicompactum.IBT35673_JAPZBQ010000002:4185000-4981194	796194	372306	0.467607
PLP	ENOG503NY7U	PN007:HTR3	424156	Psalamii.PN007_contig1:1210000-1902000	692000	267844	0.387058
PLP	ENOG503NY7U	PN007:HTR3	425754	Psalamii.PN007_contig1:1210000-1902000	692000	266246	0.384749
PLP	ENOG503NY7U	A30:HTR62	34850	Pbialowiezense.A30_JAKZFB010000003:0-219000	219000	34850	0.159132
PLP	ENOG503NY7U	A30:HTR62	36811.5	Pbialowiezense.A30_JAKZFB010000003:0-219000	219000	36811.5	0.168089
DUF3435	starfish	IBT35665:HTR48	163946	Pbrevicompactum.IBT35665_JAPZBP010000003:3092000-3257104	165104	1158	0.00701376
DUF3435	starfish	IBT35665:HTR49	34461	Pbrevicompactum.IBT35665_JAPZBP010000004:0-94000	94000	34461	0.366606
DUF3435	starfish	IBT35665:HTR63	109012	Pbrevicompactum.IBT35665_JAPZBP010000004:3094000-3303000	209000	99988	0.478411
DUF3435	starfish	IBT35673:HTR51	4464	Pbrevicompactum.IBT35673_JAPZBQ010000003:0-64000	64000	4464	0.06975
DUF3435	starfish	IBT35673:HTR58	57515	Pbrevicompactum.IBT35673_JAPZBQ010000003:1929000-2012000	83000	25485	0.307048
DUF3435	starfish	IBT35673:HTR102	95679.5	Pbrevicompactum.IBT35673_JAPZBQ010000004:2408000-2604000	196000	95679.5	0.488161
DUF3435	starfish	IBT35673:HTR116	79896	Pbrevicompactum.IBT35673_JAPZBQ010000005:2281000-2372000	91000	11104	0.122022
DUF3435	starfish	IBT35675:HTR60	109405	Pbrevicompactum.IBT35675_JAPZBR010000003:2436000-2667000	231000	109405	0.473615
DUF3435	starfish	PN007:HTR36	505556	Psalamii.PN007_contig15:0-782603	782603	277047	0.354007
DUF3435	starfish	PN007:HTR46	263132	Psalamii.PN007_contig19:0-463000	463000	199868	0.43168
DUF3435	starfish	PN007:HTR120	54714.5	Psalamii.PN007_contig5:892000-1163000	271000	54714.5	0.201899
DUF3723	IPR022198	ATCC48735:HTR10	140643	Pcapsulatum.ATCC48735_JPLQ01000001:3672000-3872000	200000	59357	0.296785
DUF3435	IPR021842	ATCC48735:HTR10	175930	Pcapsulatum.ATCC48735_JPLQ01000001:3672000-3872000	200000	24070	0.12035
DUF3723	IPR022198	ATCC48735:HTR101	31578	Pcapsulatum.ATCC48735_JPLQ01000054:435000-569000	134000	31578	0.235657
DUF3435	IPR021842	ATCC48735:HTR101	91603	Pcapsulatum.ATCC48735_JPLQ01000054:435000-569000	134000	42397	0.316396
DUF3435	IPR011010,IPR013087,IPR021842	ATCC48735:HTR21	6883	Pcapsulatum.ATCC48735_JPLQ01000004:0-227924	227924	6883	0.0301987
DUF3723	IPR022198	ATCC48735:HTR23	3247	Pcapsulatum.ATCC48735_JPLQ01000006:0-96858	96858	3247	0.0335233
DUF3723	IPR022198	ATCC48735:HTR41	11507	Pcapsulatum.ATCC48735_JPLQ01000017:0-161757	161757	11507	0.0711376
DUF3723	IPR022198	ATCC48735:HTR53	103654	Pcapsulatum.ATCC48735_JPLQ01000027:3525000-3819764	294764	103654	0.351651
DUF3435	IPR021842	ATCC48735:HTR55	14396	Pcapsulatum.ATCC48735_JPLQ01000028:399000-517000	118000	14396	0.122
DUF3723	IPR022198	ATCC48735:HTR55	27395.5	Pcapsulatum.ATCC48735_JPLQ01000028:399000-517000	118000	27395.5	0.232165
DUF3435	IPR011010,IPR013762,IPR021842	ATCC48735:HTR88	3362.5	Pcapsulatum.ATCC48735_JPLQ01000041:1630000-1732375	102375	3362.5	0.0328449
DUF3435	IPR011010,IPR013762,IPR021842	ATCC48735:HTR89	41250	Pcapsulatum.ATCC48735_JPLQ01000042:0-45000	45000	3750	0.0833333
DUF3723	IPR022198	ATCC48735:HTR91	148667	Pcapsulatum.ATCC48735_JPLQ01000044:0-163745	163745	15078	0.0920822
DUF3723	IPR022198	ATCC48735:HTR93	6378	Pcapsulatum.ATCC48735_JPLQ01000053:0-431000	431000	6378	0.0147981
DUF3435	IPR011010,IPR013762,IPR021842	CBS134186:HTR110	3040	Pcapsulatum.CBS134186_JPLR01000051:3047000-3157102	110102	3040	0.0276108
DUF3723	IPR022198	CBS134186:HTR112	12893.5	Pcapsulatum.CBS134186_JPLR01000053:0-165433	165433	12893.5	0.0779379
DUF3723	IPR022198	CBS134186:HTR14	91954.5	Pcapsulatum.CBS134186_JPLR01000002:1875000-2049559	174559	82604.5	0.473218
DUF3723	IPR022198	CBS134186:HTR17	18989	Pcapsulatum.CBS134186_JPLR01000006:0-40087	40087	18989	0.473695
DUF3723	IPR022198	CBS134186:HTR28	141465	Pcapsulatum.CBS134186_JPLR01000013:3670000-3871000	201000	59535	0.296194
DUF3435	IPR021842	CBS134186:HTR28	176752	Pcapsulatum.CBS134186_JPLR01000013:3670000-3871000	201000	24248	0.120637
DUF3435	IPR021842	CBS134186:HTR33	42798	Pcapsulatum.CBS134186_JPLR01000014:1632000-1766000	134000	42798	0.319388
DUF3723	IPR022198	CBS134186:HTR33	102822	Pcapsulatum.CBS134186_JPLR01000014:1632000-1766000	134000	31178	0.232672
DUF3723	IPR022198	CBS134186:HTR40	149655	Pcapsulatum.CBS134186_JPLR01000016:0-163007	163007	13352	0.0819106
DUF3723	IPR022198	CBS134186:HTR84	90347.5	Pcapsulatum.CBS134186_JPLR01000038:1928000-2045000	117000	26652.5	0.227799
DUF3435	IPR021842	CBS134186:HTR84	103347	Pcapsulatum.CBS134186_JPLR01000038:1928000-2045000	117000	13653	0.116692
DUF3435	IPR011010,IPR013087,IPR021842	CBS134186:HTR86	210093	Pcapsulatum.CBS134186_JPLR01000039:0-221825	221825	11732	0.0528885
DUF3435	IPR011010,IPR013762,IPR021842	CBS134186:HTR95	3055.5	Pcapsulatum.CBS134186_JPLR01000050:1632000-2048000	416000	3055.5	0.00734495
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR1	84771.5	Pcanescens.IBT13549_JAQJZW010000001:0-980000	980000	84771.5	0.0865015
DUF3723	IPR022198	IBT13549:HTR1	182859	Pcanescens.IBT13549_JAQJZW010000001:0-980000	980000	182859	0.186591
DUF3723	IPR022198	IBT13549:HTR1	454260	Pcanescens.IBT13549_JAQJZW010000001:0-980000	980000	454260	0.463531
DUF3723	IPR022198	IBT13549:HTR1	798563	Pcanescens.IBT13549_JAQJZW010000001:0-980000	980000	181437	0.18514
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR1	850224	Pcanescens.IBT13549_JAQJZW010000001:0-980000	980000	129776	0.132424
DUF3723	IPR022198	IBT13549:HTR102	54656.5	Pcanescens.IBT13549_JAQJZW010000015:2514000-2628000	114000	54656.5	0.479443
DUF3435	IPR021842	IBT13549:HTR102	103022	Pcanescens.IBT13549_JAQJZW010000015:2514000-2628000	114000	10978	0.0962982
DUF3435	IPR013087,IPR021842	IBT13549:HTR104	4666	Pcanescens.IBT13549_JAQJZW010000015:3032000-3233000	201000	4666	0.0232139
DUF3723	IPR022198	IBT13549:HTR104	30998.5	Pcanescens.IBT13549_JAQJZW010000015:3032000-3233000	201000	30998.5	0.154221
DUF3723	IPR022198	IBT13549:HTR11	72443	Pcanescens.IBT13549_JAQJZW010000001:4750000-4861000	111000	38557	0.34736
DUF3723	IPR022198	IBT13549:HTR30	176408	Pcanescens.IBT13549_JAQJZW010000002:3613000-3979000	366000	176408	0.481989
DUF3723	IPR022198	IBT13549:HTR30	320482	Pcanescens.IBT13549_JAQJZW010000002:3613000-3979000	366000	45518	0.124366
DUF3435	IPR021842	IBT13549:HTR30	362769	Pcanescens.IBT13549_JAQJZW010000002:3613000-3979000	366000	3231	0.00882787
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR37	45182.5	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	45182.5	0.0103894
DUF3723	IPR022198	IBT13549:HTR37	694927	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	694927	0.159794
DUF3435	IPR013087,IPR021842	IBT13549:HTR37	869241	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	869241	0.199877
DUF3723	IPR022198	IBT13549:HTR37	1129791	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1129791	0.259789
DUF3723	IPR022198	IBT13549:HTR37	1.13104e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1.13104e+06	0.260076
DUF3435	IPR011010,IPR013762,IPR021842	IBT13549:HTR37	1.18412e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1.18412e+06	0.272281
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR37	1.35202e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1.35202e+06	0.310889
DUF3723	IPR022198	IBT13549:HTR37	1393444	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1393444	0.320414
DUF3723	IPR022198	IBT13549:HTR37	1394848	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1394848	0.320737
DUF3723	IPR022198	IBT13549:HTR37	1.39717e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1.39717e+06	0.321271
DUF3723	IPR022198	IBT13549:HTR37	1630347	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1630347	0.374888
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR37	1.7687e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1.7687e+06	0.406702
DUF3723	IPR022198	IBT13549:HTR37	1916884	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1916884	0.440776
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR37	2.09226e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	2.09226e+06	0.481103
DUF3435	IPR013087,IPR021842	IBT13549:HTR37	2.51722e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1831666	0.421181
DUF3435	IPR021842	IBT13549:HTR37	2.92542e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1423466	0.327317
DUF3723	IPR022198	IBT13549:HTR37	2942429	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1406457	0.323406
DUF3723	IPR022198	IBT13549:HTR37	3208804	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1140082	0.262155
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR37	3.24279e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1106096	0.25434
DUF3723	IPR022198	IBT13549:HTR37	3.28014e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	1068746	0.245752
DUF3723	IPR022198	IBT13549:HTR37	3415491	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	933395	0.214629
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR37	3.62526e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	723626	0.166393
DUF3723	IPR022198	IBT13549:HTR37	3.86364e+06	Pcanescens.IBT13549_JAQJZW010000003:0-4348886	4348886	485246	0.111579
DUF3723	IPR022198	IBT13549:HTR38	514517	Pcanescens.IBT13549_JAQJZW010000004:0-632341	632341	117824	0.18633
DUF3723	IPR022198	IBT13549:HTR39	45232.5	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	45232.5	0.0292593
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR39	513214	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	513214	0.33198
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR39	695018	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	695018	0.449582
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR39	757844	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	757844	0.490222
DUF3723	IPR022198	IBT13549:HTR39	986716	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	559203	0.361729
DUF3723	IPR022198	IBT13549:HTR39	1.14297e+06	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	402949	0.260653
DUF3723	IPR022198	IBT13549:HTR39	1456845	Pcanescens.IBT13549_JAQJZW010000005:0-1545919	1545919	89074	0.0576188
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR4	40838.5	Pcanescens.IBT13549_JAQJZW010000001:1505000-2157000	652000	40838.5	0.0626357
DUF3723	IPR022198	IBT13549:HTR4	351783	Pcanescens.IBT13549_JAQJZW010000001:1505000-2157000	652000	300217	0.460456
DUF3723	IPR022198	IBT13549:HTR4	480132	Pcanescens.IBT13549_JAQJZW010000001:1505000-2157000	652000	171868	0.263601
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR4	528824	Pcanescens.IBT13549_JAQJZW010000001:1505000-2157000	652000	123176	0.18892
DUF3435	IPR013087,IPR021842	IBT13549:HTR40	67152	Pcanescens.IBT13549_JAQJZW010000006:0-669859	669859	67152	0.100248
DUF3723	IPR022198	IBT13549:HTR40	387082	Pcanescens.IBT13549_JAQJZW010000006:0-669859	669859	282777	0.422144
DUF3723	IPR022198	IBT13549:HTR41	42947.5	Pcanescens.IBT13549_JAQJZW010000007:0-833577	833577	42947.5	0.0515219
DUF3723	IPR022198	IBT13549:HTR41	78149	Pcanescens.IBT13549_JAQJZW010000007:0-833577	833577	78149	0.0937514
DUF3435	IPR021842	IBT13549:HTR41	165626	Pcanescens.IBT13549_JAQJZW010000007:0-833577	833577	165626	0.198693
DUF3435	IPR011010,IPR013087,IPR021842	IBT13549:HTR41	521365	Pcanescens.IBT13549_JAQJZW010000007:0-833577	833577	312212	0.374545
DUF3435	IPR021842	IBT13549:HTR79	21559.5	Pcanescens.IBT13549_JAQJZW010000013:0-104000	104000	21559.5	0.207303
MYB/SANT	IPR001005,IPR009057	IBT13549:HTR90	49708.5	Pcanescens.IBT13549_JAQJZW010000014:0-115043	115043	49708.5	0.432086
DUF3723	IPR022198	IBT13549:HTR90	79476.5	Pcanescens.IBT13549_JAQJZW010000014:0-115043	115043	35566.5	0.309158
DUF3435	IPR013087,IPR021842	IBT15449:HTR1	479864	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	479864	0.25904
DUF3435	IPR021842	IBT15449:HTR1	901158	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	901158	0.486462
DUF3723	IPR022198	IBT15449:HTR1	918164	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	918164	0.495642
DUF3723	IPR022198	IBT15449:HTR1	1289433	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	563041	0.30394
DUF3723	IPR022198	IBT15449:HTR1	1.42474e+06	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	427734	0.230899
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR1	1.46207e+06	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	390404	0.210747
DUF3723	IPR022198	IBT15449:HTR1	1496121	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	356353	0.192366
DUF3723	IPR022198	IBT15449:HTR1	1.84278e+06	Pcanescens.IBT15449_JAQJZM010000001:0-1852474	1852474	9694	0.005233
DUF3435	IPR021842	IBT15449:HTR105	3205	Pcanescens.IBT15449_JAQJZM010000021:2533000-2921000	388000	3205	0.00826031
DUF3435	IPR021842	IBT15449:HTR105	4451	Pcanescens.IBT15449_JAQJZM010000021:2533000-2921000	388000	4451	0.0114716
DUF3723	IPR022198	IBT15449:HTR105	291175	Pcanescens.IBT15449_JAQJZM010000021:2533000-2921000	388000	96825	0.249549
DUF3723	IPR022198	IBT15449:HTR13	545663	Pcanescens.IBT15449_JAQJZM010000005:3327000-4418312	1091312	545649	0.499994
DUF3435	IPR021842	IBT15449:HTR13	993308	Pcanescens.IBT15449_JAQJZM010000005:3327000-4418312	1091312	98004	0.0898038
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR14	314134	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	314134	0.126716
DUF3435	IPR021842	IBT15449:HTR14	669628	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	669628	0.270117
DUF3723	IPR022198	IBT15449:HTR14	757097	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	757097	0.3054
DUF3723	IPR022198	IBT15449:HTR14	793696	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	793696	0.320164
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR14	842316	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	842316	0.339776
DUF3723	IPR022198	IBT15449:HTR14	1492422	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	986610	0.397982
DUF3435	IPR013087,IPR021842	IBT15449:HTR14	1666700	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	812332	0.327681
DUF3723	IPR022198	IBT15449:HTR14	1930103	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	548929	0.221429
DUF3723	IPR022198	IBT15449:HTR14	1.93135e+06	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	547682	0.220926
DUF3435	IPR011010,IPR013762,IPR021842	IBT15449:HTR14	1.98444e+06	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	494592	0.19951
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR14	2.15466e+06	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	324372	0.130846
DUF3723	IPR022198	IBT15449:HTR14	2196046	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	282986	0.114152
DUF3723	IPR022198	IBT15449:HTR14	2197450	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	281582	0.113585
DUF3723	IPR022198	IBT15449:HTR14	2.19977e+06	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	279262	0.11265
DUF3723	IPR022198	IBT15449:HTR14	2466264	Pcanescens.IBT15449_JAQJZM010000006:0-2479032	2479032	12768	0.0051504
DUF3435	IPR021842	IBT15449:HTR15	71498.5	Pcanescens.IBT15449_JAQJZM010000007:0-409000	409000	71498.5	0.174813
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR21	42874	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	42874	0.0461913
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR21	208134	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	208134	0.224238
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR21	270952	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	270952	0.291916
DUF3723	IPR022198	IBT15449:HTR21	444792	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	444792	0.479207
DUF3723	IPR022198	IBT15449:HTR21	597910	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	330274	0.355828
DUF3723	IPR022198	IBT15449:HTR21	756076	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	172108	0.185424
DUF3723	IPR022198	IBT15449:HTR21	826486	Pcanescens.IBT15449_JAQJZM010000007:2000000-2928184	928184	101698	0.109567
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR22	323778	Pcanescens.IBT15449_JAQJZM010000008:0-522330	522330	198552	0.380128
DUF3723	IPR022198	IBT15449:HTR22	372944	Pcanescens.IBT15449_JAQJZM010000008:0-522330	522330	149386	0.285999
DUF3723	IPR022198	IBT15449:HTR22	501271	Pcanescens.IBT15449_JAQJZM010000008:0-522330	522330	21059	0.0403174
DUF3723	IPR022198	IBT15449:HTR23	19289	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	19289	0.015929
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR23	157558	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	157558	0.130113
DUF3723	IPR022198	IBT15449:HTR23	377911	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	377911	0.312082
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR23	547502	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	547502	0.452132
DUF3435	IPR013087,IPR021842	IBT15449:HTR23	708761	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	502174	0.414699
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR23	737680	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	473255	0.390818
DUF3723	IPR022198	IBT15449:HTR23	1198701	Pcanescens.IBT15449_JAQJZM010000009:0-1210935	1210935	12234	0.0101029
DUF3723	IPR022198	IBT15449:HTR28	464804	Pcanescens.IBT15449_JAQJZM010000010:1161000-1959070	798070	333266	0.41759
DUF3723	IPR022198	IBT15449:HTR28	777708	Pcanescens.IBT15449_JAQJZM010000010:1161000-1959070	798070	20362	0.0255141
DUF3723	IPR022198	IBT15449:HTR3	246288	Pcanescens.IBT15449_JAQJZM010000003:0-335300	335300	89012	0.26547
DUF3723	IPR022198	IBT15449:HTR4	108429	Pcanescens.IBT15449_JAQJZM010000004:0-1063663	1063663	108429	0.101939
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR4	860394	Pcanescens.IBT15449_JAQJZM010000004:0-1063663	1063663	203269	0.191103
DUF3723	IPR022198	IBT15449:HTR44	7786.5	Pcanescens.IBT15449_JAQJZM010000012:0-164000	164000	7786.5	0.0474787
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR44	56034.5	Pcanescens.IBT15449_JAQJZM010000012:0-164000	164000	56034.5	0.341674
DUF3723	IPR022198	IBT15449:HTR5	365376	Pcanescens.IBT15449_JAQJZM010000005:0-1033000	1033000	365376	0.353704
DUF3435	IPR021842	IBT15449:HTR5	379916	Pcanescens.IBT15449_JAQJZM010000005:0-1033000	1033000	379916	0.367779
DUF3723	IPR022198	IBT15449:HTR5	708514	Pcanescens.IBT15449_JAQJZM010000005:0-1033000	1033000	324486	0.31412
DUF3723	IPR022198	IBT15449:HTR53	216402	Pcanescens.IBT15449_JAQJZM010000012:2785000-3245000	460000	216402	0.470439
DUF3723	IPR022198	IBT15449:HTR58	151775	Pcanescens.IBT15449_JAQJZM010000015:0-181732	181732	29957	0.164842
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR67	14660.5	Pcanescens.IBT15449_JAQJZM010000016:2697000-3015898	318898	14660.5	0.0459724
DUF3723	IPR022198	IBT15449:HTR67	272380	Pcanescens.IBT15449_JAQJZM010000016:2697000-3015898	318898	46518	0.145871
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR68	125536	Pcanescens.IBT15449_JAQJZM010000017:0-453565	453565	125536	0.276776
MYB/SANT	IPR001005,IPR009057	IBT15449:HTR68	428704	Pcanescens.IBT15449_JAQJZM010000017:0-453565	453565	24861	0.0548124
DUF3435	IPR021842	IBT15449:HTR69	16708.5	Pcanescens.IBT15449_JAQJZM010000018:0-99000	99000	16708.5	0.168773
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR71	31111.5	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	31111.5	0.0331679
DUF3723	IPR022198	IBT15449:HTR71	192604	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	192604	0.205335
DUF3435	IPR011010,IPR013762,IPR021842	IBT15449:HTR71	428452	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	428452	0.456772
DUF3723	IPR022198	IBT15449:HTR71	738686	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	199314	0.212488
DUF3435	IPR021842	IBT15449:HTR71	899863	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	38137	0.0406578
DUF3723	IPR022198	IBT15449:HTR71	905303	Pcanescens.IBT15449_JAQJZM010000018:520000-1458000	938000	32697	0.0348582
DUF3435	IPR011010,IPR013762,IPR021842	IBT15449:HTR82	2831.5	Pcanescens.IBT15449_JAQJZM010000018:3948000-4316000	368000	2831.5	0.00769429
DUF3723	IPR022198	IBT15449:HTR82	224288	Pcanescens.IBT15449_JAQJZM010000018:3948000-4316000	368000	143712	0.390522
DUF3723	IPR022198	IBT15449:HTR89	150758	Pcanescens.IBT15449_JAQJZM010000019:0-444000	444000	150758	0.339545
DUF3435	IPR011010,IPR013087,IPR021842	IBT15449:HTR89	289832	Pcanescens.IBT15449_JAQJZM010000019:0-444000	444000	154168	0.347225
